LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
313,Laronidasum,"Aldurazyme, koncentrat do sporządzania roztworu do infuzji, 100 j.m./ml",1 fiol.po 5 ml,05909990005673,2022-07-01,3 lata,"1069.0, Laronidasum","2304,72","2419,96","2419,96",B.24.,bezpłatny,0
314,Larotrectinibum,"Vitrakvi, kaps. twarde, 100 mg",56 szt.,04057598011815,2023-03-01,2 lata,"1272.0, Larotrektynib","21357,83","22425,72","22425,72",B.144.,bezpłatny,0
315,Larotrectinibum,"Vitrakvi, kaps. twarde, 25 mg",56 szt.,04057598011792,2023-03-01,2 lata,"1272.0, Larotrektynib","5339,44","5606,41","5606,41",B.144.,bezpłatny,0
316,Ledipasvirum + Sofosbuvirum,"Harvoni, tabl. powl., 90+400 mg",28 szt.,05391507141217,2022-11-01,3 lata,"1135.3, Leki przeciwwirusowe - ledipaswir, sofosbuwir","56158,92","58966,87","58966,87",B.71.,bezpłatny,0
317,Letermovir,"Prevymis, tabl. powl., 240 mg",28 szt.,00191778018905,2022-07-01,2 lata,"1248.0, Letermowir","19440,00","20412,00","20412,00",B.132.,bezpłatny,0
318,Letermovir,"Prevymis, tabl. powl., 480 mg",28 szt.,00191778018899,2022-07-01,2 lata,"1248.0, Letermowir","38880,00","40824,00","40824,00",B.132.,bezpłatny,0
319,Levodopum + Carbidopum,"Duodopa, żel dojelitowy, 20+5 mg/ml",1 szt. (7 kasetek po 100 ml),05909990419135,2021-05-01,3 lata,"1162.0, Lewodopa, karbidopa","2773,53","2912,21","2912,21",B.90.,bezpłatny,0
320,Levofloxacinum,"Quinsair, roztwór do nebulizacji, 240 mg",56 amp.,08025153003014,2021-11-01,2 lata,"1234.0, Lewofloksacyna","10746,00","11283,30","11283,30",B.27.,bezpłatny,0
321,L-karnityna,"L-karnityna, proszek, 1 g",50 sasz.,05016533045017,2022-03-01,2 lata,"1205.0, L-Karnityna","2021,14","2122,20","2122,20",B.109.,bezpłatny,0
322,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326111,2022-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","2268,00","2381,40","2381,40",B.15.,bezpłatny,0
323,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1500 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326128,2022-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","3402,00","3572,10","3572,10",B.15.,bezpłatny,0
324,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326135,2022-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","4536,00","4762,80","4762,80",B.15.,bezpłatny,0
325,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326098,2022-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","567,00","595,35","595,35",B.15.,bezpłatny,0
326,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2500 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326142,2022-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","5670,00","5953,50","5953,50",B.15.,bezpłatny,0
327,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326159,2022-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","6804,00","7144,20","7144,20",B.15.,bezpłatny,0
328,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326104,2022-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","1134,00","1190,70","1190,70",B.15.,bezpłatny,0
329,Lorlatinibum,"Lorviqua, tabl. powl., 100 mg",30 szt.,05415062343531,2021-07-01,2 lata,"1225.0, Lorlatynib","21747,53","22834,91","22834,91",B.6.,bezpłatny,0
330,Lorlatinibum,"Lorviqua, tabl. powl., 25 mg",90 szt.,05415062348147,2021-07-01,2 lata,"1225.0, Lorlatynib","16310,65","17126,18","17126,18",B.6.,bezpłatny,0
331,Lumasiranum,"Oxlumo, roztwór do wstrzyknięć podskórnych, 94,5 mg/0,5ml","1 fiol. 0,5 ml",08720165814138,2022-03-01,2 lata,"1238.0, Lumazyran","331420,09","347991,09","347991,09",B.129.FM.,bezpłatny,0
332,Luspaterceptum,"Reblozyl, proszek do sporządzania roztworu do wstrzykiwań, 25 mg",1 fiol.,07640133688244,2023-01-01,2 lata,"1043.3, czynniki stymulujące erytropoezę - luspatercept","7103,27","7458,43","7458,43",B.142.,bezpłatny,0
333,Luspaterceptum,"Reblozyl, proszek do sporządzania roztworu do wstrzykiwań, 75 mg",1 fiol.,07640133688251,2023-01-01,2 lata,"1043.3, czynniki stymulujące erytropoezę - luspatercept","21309,80","22375,29","22375,29",B.142.,bezpłatny,0
334,Lutetium (177Lu) oxodotreotidi,"Lutathera, roztwór do infuzji, 370 MBq/ml","1 fiol. 20,5 - 25 ml",05909991350963,2022-11-01,2 lata,"1170.1, Oksodotreotyd lutetu Lu-177","91800,00","96390,00","96390,00",B.139.,bezpłatny,0
335,Macitentanum,"Opsumit, tabl. powl., 10 mg",30 szt.,07640111931133,2022-09-01,1 rok 2 miesiące,"1139.0, Macytentan","10277,90","10791,80","10791,80",B.31.,bezpłatny,0
336,Mecaserminum,"Increlex, roztwór do wstrzykiwań, 10 mg/ml",1 fiol.po 4 ml,05909990076024,2020-09-01,3 lata,"1071.0, Mecasermine","2664,93","2798,18","2798,18",B.20.,bezpłatny,0
338,Mepolizumabum,"Nucala, roztwór do wstrzykiwań, 100 mg",1 ampułko-strzykawka,05909991407148,2021-11-01,3 lata,"1167.0, Mepolizumab","4212,00","4422,60","4422,60",B.44.,bezpłatny,0
337,Mepolizumabum,"Nucala, proszek do sporządzania roztworu do wstrzykiwań, 100 mg",1 fiol. proszku,05909991246617,2021-11-01,3 lata,"1167.0, Mepolizumab","4212,00","4422,60","4422,60",B.44.,bezpłatny,0
339,Mepolizumabum,"Nucala, roztwór do wstrzykiwań, 100 mg",1 wstrzykiwacz,05909991407018,2021-11-01,3 lata,"1167.0, Mepolizumab","4212,00","4422,60","4422,60",B.44.,bezpłatny,0
340,Mercaptamini bitartras,"Cystagon, kaps. twarde, 150 mg",100 szt.,05909990213689,2021-09-01,2 lata,"1084.1, Cysteamina","978,48","1027,40","1027,40",B.61.,bezpłatny,0
341,Mercaptamini hydrochloridum,"Cystadrops, krople do oczu, roztwór, 3,8 mg/ml",1 fiol. 5 ml,03663502000274,2022-11-01,2 lata,"1084.2, Cysteamina do oczu","4935,60","5182,38","5182,38",B.61.,bezpłatny,0
343,Midostaurinum,"Rydapt, kaps. miękkie, 25 mg",112 szt.,05909991341527,2021-05-01,2 lata,"1221.0, Midostauryna","56190,48","59000,00","59000,00",B.114.; B.115.,bezpłatny,0
342,Midostaurinum,"Rydapt, kaps. miękkie, 25 mg",56 szt.,05909991353995,2021-05-01,2 lata,"1221.0, Midostauryna","28095,24","29500,00","29500,00",B.114.; B.115.,bezpłatny,0
344,Migalastatum,"Galafold, kaps. twarde, 123 mg",14 szt.,05909991390273,2022-11-01,2 lata,"1215.0, Migalastatum","64570,89","67799,43","67799,43",B.104.,bezpłatny,0
345,Moroctocogum alfa,"ReFacto AF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m. (250 j.m./ml)",1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990819515,2021-11-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","2592,00","2721,60","2721,60",B.15.,bezpłatny,0
346,Moroctocogum alfa,"ReFacto AF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m. (500 j.m./ml)",1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990010554,2021-11-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","5184,00","5443,20","5443,20",B.15.,bezpłatny,0
347,Moroctocogum alfa,"ReFacto AF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m. (62,5 j.m./ml)",1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990819317,2021-11-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","648,00","680,40","680,40",B.15.,bezpłatny,0
348,Moroctocogum alfa,"ReFacto AF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m. (125 j.m./ml)",1 fiol. proszku + 1 amp.-strzyk. rozp.,05909990819416,2021-11-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","1296,00","1360,80","1360,80",B.15.,bezpłatny,0
349,Natalizumabum,"Tysabri, koncentrat do sporządzania roztworu do infuzji, 300 mg",1 fiol.po 15 ml,05909990084333,2022-11-01,2 lata,"1116.0, Natalizumab","6156,00","6463,80","6463,80",B.29.,bezpłatny,0
350,Nilotynibum,"Tasigna, kaps. twarde, 200 mg",112 szt.,05909990073535,2020-11-01,3 lata,"1072.0, Nilotynib","10588,46","11117,88","11117,88",B.14.,bezpłatny,0
351,Nintedanibum,"Ofev, kaps. miękkie, 100 mg",60 szt.,05909991206444,<1>2022-03-01/<2>2022-07-01,<1>3 lata/<2>2 lata,"1173.0, Nintedanib","5238,00","5499,90","5499,90",<1>B.87.; <2>B.135.,bezpłatny,0
352,Nintedanibum,"Ofev, kaps. miękkie, 150 mg",60 szt.,05909991206468,<1>2022-03-01/<2>2022-07-01,<1>3 lata/<2>2 lata,"1173.0, Nintedanib","9288,00","9752,40","9752,40",<1>B.87.; <2>B.135.,bezpłatny,0
354,Nintedanibum,"Vargatef, kaps. miękkie, 100 mg",120 szt.,05909991203894,2022-09-01,2 lata 2 miesiące,"1178.0, Nintedanib - 2","9743,12","10230,28","10230,28",B.6.,bezpłatny,0
353,Nintedanibum,"Vargatef, kaps. miękkie, 100 mg",60 szt.,05909991203887,2022-09-01,2 lata 2 miesiące,"1178.0, Nintedanib - 2","6192,00","6501,60","5115,14",B.6.,bezpłatny,0
355,Nintedanibum,"Vargatef, kaps. miękkie, 150 mg",60 szt.,05909991203900,2022-09-01,2 lata 2 miesiące,"1178.0, Nintedanib - 2","9288,00","9752,40","7672,71",B.6.,bezpłatny,0
356,Niraparibum,"Zejula, kaps. twarde, 100 mg",56 szt.,05909991425487,2022-01-01,2 lata,"1236.0, Niraparyb","21119,63","22175,61","22175,61",B.50.,bezpłatny,0
357,Niraparibum,"Zejula, kaps. twarde, 100 mg",84 szt.,05909991425494,2022-01-01,2 lata,"1236.0, Niraparyb","31679,45","33263,42","33263,42",B.50.,bezpłatny,0
358,Nitisinonum,"Nitisinone  MDK, kaps. twarde, 10 mg",60 szt.,05909991358334,2020-11-01,3 lata,"1140.0, Nityzynon","5212,35","5472,97","5472,95",B.76.,bezpłatny,0
359,Nitisinonum,"Nitisinone  MDK, kaps. twarde, 2 mg",60 szt.,05909991358310,2020-11-01,3 lata,"1140.0, Nityzynon","1042,47","1094,59","1094,59",B.76.,bezpłatny,0
360,Nitisinonum,"Nitisinone  MDK, kaps. twarde, 5 mg",60 szt.,05909991358327,2020-11-01,3 lata,"1140.0, Nityzynon","2606,18","2736,49","2736,48",B.76.,bezpłatny,0
361,Nitisinonum,"Orfadin, kaps. twarde, 10 mg",60 kaps.,07350031442182,2022-11-01,3 lata,"1140.0, Nityzynon","6318,00","6633,90","5472,95",B.76.,bezpłatny,0
362,Nitisinonum,"Orfadin, kaps. twarde, 2 mg",60 kaps.,07350031442267,2022-11-01,3 lata,"1140.0, Nityzynon","1263,60","1326,78","1094,59",B.76.,bezpłatny,0
363,Nitisinonum,"Orfadin, kaps. twarde, 20 mg",60 kaps.,07350031441833,2022-11-01,3 lata,"1140.0, Nityzynon","12636,00","13267,80","10945,90",B.76.,bezpłatny,0
364,Nitisinonum,"Orfadin, kaps. twarde, 5 mg",60 kaps.,07350031442229,2022-11-01,3 lata,"1140.0, Nityzynon","3159,00","3316,95","2736,48",B.76.,bezpłatny,0
366,Nivolumabum,"Opdivo, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 10 ml,05909991220518,<1>2023-03-01/<2>2023-01-01/<3>2022-05-01/<4><6>2021-09-01/<5>2022-11-01/<7>2022-09-01,2 lata,"1144.0, Niwolumab","6388,86","6708,30","6708,30",<1>B.4.; <2>B.6.; <3>B.10.; <4>B.52.; <5>B.58.; <6>B.59.; <7>B.77.,bezpłatny,0
365,Nivolumabum,"Opdivo, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 4 ml,05909991220501,<1>2023-03-01/<2>2023-01-01/<3>2022-05-01/<4><6>2021-09-01/<5>2022-11-01/<7>2022-09-01,2 lata,"1144.0, Niwolumab","2555,54","2683,32","2683,32",<1>B.4.; <2>B.6.; <3>B.10.; <4>B.52.; <5>B.58.; <6>B.59.; <7>B.77.,bezpłatny,0
367,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057207,2022-07-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","2589,67","2719,15","2719,15",B.15.,bezpłatny,0
368,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057221,2022-07-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","5179,33","5438,30","5438,30",B.15.,bezpłatny,0
369,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057184,2022-07-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","647,42","679,79","679,79",B.15.,bezpłatny,0
370,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057191,2022-07-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","1294,83","1359,57","1359,57",B.15.,bezpłatny,0
371,Nonacogum gamma (rDNA),"Rixubis, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m./5 ml",1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210120,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","2592,00","2721,60","2719,15",B.15.,bezpłatny,0
372,Nonacogum gamma (rDNA),"Rixubis, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m./5 ml",1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210137,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","5184,00","5443,20","5438,30",B.15.,bezpłatny,0
373,Nonacogum gamma (rDNA),"Rixubis, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m./5 ml",1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210090,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","648,00","680,40","679,79",B.15.,bezpłatny,0
374,Nonacogum gamma (rDNA),"Rixubis, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 j.m./5 ml",1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210144,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","7776,00","8164,80","8157,45",B.15.,bezpłatny,0
375,Nonacogum gamma (rDNA),"Rixubis, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m./5 ml",1 fiol. proszku + 1 fiol. rozp. 5 ml,05909991210106,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","1296,00","1360,80","1359,58",B.15.,bezpłatny,0
376,Nusinersenum,"Spinraza, roztwór do wstrzykiwań, 12 mg",1 fiol. 5 ml,05713219500975,2023-01-01,3 lata,"1185.0, Nusinersen","325080,00","341334,00","341334,00",B.102.FM.,bezpłatny,0
377,Obinutuzumabum,"Gazyvaro, koncentrat do sporządzania roztworu do infuzji, 1000 mg",1 fiol.po 40 ml,05902768001105,<1>2022-01-01/<2>2020-09-01,<1>2 lata/<2>3 lata,"1148.0, Obinutuzumab","11502,00","12077,10","12077,10",<1>B.12.; <2>B.79.,bezpłatny,0
378,Ocrelizumabum,"Ocrevus, koncentrat do sporządzania roztworu do infuzji, 30 mg/ml",1 fiol.po 10 ml,05902768001174,2022-11-01,2 lata,"1201.0, Okrelizumab","22499,64","23624,62","23624,62",B.29.,bezpłatny,0
379,Octocogum alfa,"Advate, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m.",1 fiol.z prosz. + 1 fiol.z rozp.po 5 ml,05909990224340,2022-07-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","2667,60","2800,98","2800,98",B.15.,bezpłatny,0
380,Octocogum alfa,"Advate, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1500 j.m.",1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml,05909990224357,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","4001,40","4201,47","4201,47",B.15.,bezpłatny,0
381,Octocogum alfa,"Advate, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m.",1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml,05909990697441,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","5335,20","5601,96","5601,96",B.15.,bezpłatny,0
382,Octocogum alfa,"Advate, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m.",1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml,05909990224302,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","666,90","700,25","700,25",B.15.,bezpłatny,0
383,Octocogum alfa,"Advate, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 j.m.",1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml,05909990697458,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","8002,80","8402,94","8402,94",B.15.,bezpłatny,0
384,Octocogum alfa,"Advate, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m.",1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml,05909990224333,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","1333,80","1400,49","1400,49",B.15.,bezpłatny,0
385,Ofatumumabum,"Kesimpta, roztwór do wstrzykiwań we wstrzykiwaczu, 20 mg",1 wstrz.,07613421040123,2022-11-01,2 lata,"1257.0, Ofatumumab","5997,62","6297,50","6297,50",B.29.,bezpłatny,0
386,Olaparibum,"Lynparza, tabl. powl., 100 mg",56 szt.,05000456031325,<1><3>2022-11-01/<2>2023-03-01,2 lata,"1149.0, Olaparyb","10586,16","11115,47","11115,47",<1>B.50.; <2>B.56.; <3>B.85.,bezpłatny,0
387,Olaparibum,"Lynparza, tabl. powl., 150 mg",56 szt.,05000456031318,<1><3>2022-11-01/<2>2023-03-01,2 lata,"1149.0, Olaparyb","10586,16","11115,47","11115,47",<1>B.50.; <2>B.56.; <3>B.85.,bezpłatny,0
388,Omalizumabum,"Xolair, roztwór do wstrzykiwań, 150 mg",1 amp.-strzyk. 1 ml,05909990708406,2022-01-01,2 lata,"1102.0, Omalizumabum","1332,06","1398,66","1398,66",B.44.; B.107.,bezpłatny,0
389,Omalizumabum,"Xolair, roztwór do wstrzykiwań, 75 mg","1 amp.-strzyk. 0,5 ml",05909990708376,2022-01-01,2 lata,"1102.0, Omalizumabum","666,03","699,33","699,33",B.44.,bezpłatny,0
406,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","1 fiol. 5,5 ml + 2 fiol. 8,3 ml",05397227701106,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
400,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","1 fiol. 5,5 ml + 3 fiol. 8,3 ml",05397227701137,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
402,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","1 fiol. 5,5 ml + 4 fiol. 8,3 ml",05397227701168,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
409,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","1 fiol. 5,5 ml + 5 fiol. 8,3 ml",05397227701199,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
390,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","1 fiol. 5,5 ml + 6 fiol. 8,3 ml",05397227702844,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
392,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","1 fiol. 5,5 ml + 7 fiol. 8,3 ml",05397227702875,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
396,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","1 fiol. 5,5 ml + 8 fiol. 8,3 ml",05397227702905,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
405,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 5,5 ml + 1 fiol. 8,3 ml",05397227701090,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
408,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 5,5 ml + 2 fiol. 8,3 ml",05397227701120,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
398,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 5,5 ml + 3 fiol. 8,3 ml",05397227701151,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
404,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 5,5 ml + 4 fiol. 8,3 ml",05397227701182,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
411,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 5,5 ml + 5 fiol. 8,3 ml",05397227702837,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
391,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 5,5 ml + 6 fiol. 8,3 ml",05397227702868,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
395,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 5,5 ml + 7 fiol. 8,3 ml",05397227702899,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
407,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","2 fiol. 8,3 ml",05397227701083,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
399,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","3 fiol. 8,3 ml",05397227701113,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
401,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","4 fiol. 8,3 ml",05397227701144,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
403,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","5 fiol. 8,3 ml",05397227701175,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
410,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","6 fiol. 8,3 ml",05397227702820,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
393,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","7 fiol. 8,3 ml",05397227702851,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
394,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","8 fiol. 8,3 ml",05397227702882,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
397,Onasemnogenum abeparvovecum,"Zolgensma, roztwór do infuzji, 2 x 10¹³ vg/ml","9 fiol. 8,3 ml",05397227702912,2022-09-01,2 lata,"1255.0, Onasemnogen abeparwowek","9018000,00","9468900,00","9468900,00",B.102.FM.,bezpłatny,0
412,Osimertinibum,"Tagrisso, tabl. powl., 40 mg",30 szt.,05000456012058,2023-01-01,2 lata,"1169.0, Ozymertynib","24840,00","26082,00","13041,00",B.6.,bezpłatny,0
413,Osimertinibum,"Tagrisso, tabl. powl., 80 mg",30 szt.,05000456012065,2023-01-01,2 lata,"1169.0, Ozymertynib","24840,00","26082,00","26082,00",B.6.,bezpłatny,0
