 A 1. Leki refundowane dostępne w aptece na receptę w całym zakresie zarejestrowanych wskazań i przeznaczeń lub we wskazaniu określonym stanem klinicznym,,,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
3892,Terazosinum,"Kornam, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990484119,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","17,82","18,71","21,48","8,91",Przerost gruczołu krokowego,,ryczałt,"15,77"
3893,Terazosinum,"Kornam, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990484119,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","17,82","18,71","21,48","8,91",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"15,24"
3894,Terazosinum,"Kornam, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990484317,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","31,81","33,40","38,68","22,29",Przerost gruczołu krokowego,,ryczałt,"19,59"
3895,Terazosinum,"Kornam, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990484317,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","31,81","33,40","38,68","22,29",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"23,08"
3896,Terbinafinum,"Erfin, tabl., 250 mg",14 szt. (2 blist.po 7 szt.),05909990621057,2019-01-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","19,87","20,86","26,32","24,07",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"14,29"
3897,Terbinafinum,"Erfin, tabl., 250 mg",28 szt. (4 blist.po 7 szt.),05909990621064,2019-01-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","39,74","41,73","50,18","48,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"26,11"
3898,Terbinafinum,"Myconafine, tabl., 250 mg",14 szt.,05909990419043,2021-01-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","16,74","17,58","23,05","23,05",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"11,53"
3899,Terbinafinum,"Myconafine, tabl., 250 mg",14 szt. (2 blist.po 7 szt.),05909990419036,2019-01-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","18,90","19,85","25,32","24,07",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"13,29"
3900,Terbinafinum,"Myconafine, tabl., 250 mg",28 szt. (2 blist.po 14 szt.),05909990419050,2019-01-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","37,80","39,69","48,14","48,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"24,07"
3901,Terbinafinum,"Terbinafine Aurobindo, tabl., 250 mg",28 szt.,05909990955268,2019-07-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","29,05","30,50","38,95","38,95",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"19,48"
3902,Terbinafinum,"Terbisil, tabl., 250 mg",14 szt. (1 blist.po 14 szt.),05909990950515,2019-01-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","16,20","17,01","22,48","22,48",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"11,24"
3903,Terbinafinum,"Zelefion, tabl., 250 mg",28 szt.,05909990645503,2019-11-01,3 lata,"50.0, Dermatologiczne leki przeciwgrzybicze do stosowania ogólnego - terbinafina","38,88","40,82","49,27","48,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"25,20"
3904,tert-Butylamini Perindoprilum,"Prenessa, tabl., 8 mg",30 szt.,05909990662494,2019-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","21,06","22,11","25,06","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"20,04"
3905,tert-Butylamini Perindoprilum,"Vidotin, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909990653614,2019-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","5,94","6,24","7,87","5,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"5,36"
3906,tert-Butylamini Perindoprilum,"Vidotin, tabl., 8 mg",30 szt. (3 blist.po 10 szt.),05909990653621,2019-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","11,88","12,47","15,42","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"10,40"
3907,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 4+10 mg",30 szt.,05909990908165,2019-05-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","12,42","13,04","14,67","5,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"12,16"
3908,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 4+5 mg",30 szt.,05909990908134,2019-05-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","12,42","13,04","14,67","5,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"12,16"
3909,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 8+10 mg",30 szt.,05909990908240,2019-05-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","24,30","25,52","28,47","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"23,45"
3910,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 8+5 mg",30 szt.,05909990908196,2019-05-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","24,30","25,52","28,47","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"23,45"
3911,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 10 mg",30 szt.,05906414001860,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","9,94","10,44","12,07","5,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"9,56"
3912,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 10 mg",60 szt.,05906414001877,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","19,87","20,86","23,80","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"18,78"
3913,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 5 mg",30 szt.,05906414001839,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","9,94","10,44","12,07","5,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"9,56"
3914,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 5 mg",60 szt.,05906414001846,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","19,87","20,86","23,80","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"18,78"
3915,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 10 mg",30 szt.,05906414001921,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","19,87","20,86","23,80","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"18,78"
3916,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 10 mg",60 szt.,05906414001938,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","39,74","41,73","46,50","22,84",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"36,46"
3917,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 5 mg",30 szt.,05906414001891,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","19,87","20,86","23,80","11,42",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"18,78"
3918,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 5 mg",60 szt.,05906414001907,2019-09-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","39,74","41,73","46,50","22,84",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"36,46"
3919,tert-Butylamini Perindoprilum + Indapamidum,"Co-Prenessa 4 mg/1,25 mg tabletki, tabl., 4+1,25 mg",30 szt. (1 blist.po 30 szt.),05909990746569,2019-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","14,04","14,74","16,37","5,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"13,86"
3920,tert-Butylamini Perindoprilum + Indapamidum,"Co-Prenessa 4 mg/1,25 mg tabletki, tabl., 4+1,25 mg",30 szt. (3 blist.po 10 szt.),05909990641086,2019-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","14,04","14,74","16,37","5,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"13,86"
3921,Tetrabenazinum,"Tetmodis, tabl., 25 mg",112 szt.,05909990805594,2020-01-01,3 lata,"238.0, Inne leki działające na układ nerwowy - tetrabenazyna","432,00","453,60","477,44","477,44",Hiperkinetyczne zaburzenia motoryczne w chorobie Huntingtona,,ryczałt,"3,20"
3922,Theophyllinum,"Euphyllin long, kaps. o zmodyfikowanym uwalnianiu, twarde, 200 mg",30 szt. (3 blist.po 10 szt.),05909990450114,"2019-01-01  - dla kolumny M, 2019-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","203.0, Inne leki doustne stosowane w obturacyjnych chorobach dróg oddechowych - teofilina - postacie o przedłużonym uwalnianiu","6,22","6,53","7,95","4,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,bradykardia u dzieci do 18 roku życia,ryczałt,"6,35"
3923,Theophyllinum,"Euphyllin long, kaps. o zmodyfikowanym uwalnianiu, twarde, 300 mg",30 szt. (3 blist.po 10 szt.),05909990450213,"2019-01-01  - dla kolumny M, 2019-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","203.0, Inne leki doustne stosowane w obturacyjnych chorobach dróg oddechowych - teofilina - postacie o przedłużonym uwalnianiu","8,10","8,51","10,60","7,20",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,bradykardia u dzieci do 18 roku życia,ryczałt,"6,60"
3924,Theophyllinum,"Theospirex retard, tabl. powl. o przedłużonym uwalnianiu, 150 mg",50 szt. (5 blist.po 10 szt.),05909990803910,"2019-01-01  - dla kolumny M, 2019-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","203.0, Inne leki doustne stosowane w obturacyjnych chorobach dróg oddechowych - teofilina - postacie o przedłużonym uwalnianiu","6,29","6,60","8,37","6,00",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,bradykardia u dzieci do 18 roku życia,ryczałt,"5,57"
3925,Theophyllinum,"Theospirex retard 300 mg, tabl. powl. o przedłużonym uwalnianiu, 300 mg",50 szt. (5 blist.po 10 szt.),05909990261215,"2019-01-01  - dla kolumny M, 2019-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","203.0, Inne leki doustne stosowane w obturacyjnych chorobach dróg oddechowych - teofilina - postacie o przedłużonym uwalnianiu","8,42","8,84","12,00","12,00",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,bradykardia u dzieci do 18 roku życia,ryczałt,"4,00"
3926,Thiethylperazinum,"Torecan, tabl. powl., 6.5 mg",50 szt.,05909990242511,2019-01-01,3 lata,"206.2, Leki przeciwhistaminowe o działaniu przeciwwymiotnym - tietyloperazyna - postacie do podawania doustnego","18,36","19,28","24,64","24,64",Nowotwory złośliwe,,ryczałt,"3,20"
3927,Thiethylperazinum,"Torecan, tabl. powl., 6.5 mg",50 szt.,05909990242511,2019-01-01,3 lata,"206.2, Leki przeciwhistaminowe o działaniu przeciwwymiotnym - tietyloperazyna - postacie do podawania doustnego","18,36","19,28","24,64","24,64",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"7,39"
3928,Thiethylperazinum,"Torecan, czopki, 6.5 mg",6 szt.,05909990242610,2019-01-01,3 lata,"206.1, Leki przeciwhistaminowe o działaniu przeciwwymiotnym - tietyloperazyna - postacie do podawania doodbytniczego","9,13","9,59","12,97","12,97",Nowotwory złośliwe,,ryczałt,"3,20"
3929,Thiethylperazinum,"Torecan, czopki, 6.5 mg",6 szt.,05909990242610,2019-01-01,3 lata,"206.1, Leki przeciwhistaminowe o działaniu przeciwwymiotnym - tietyloperazyna - postacie do podawania doodbytniczego","9,13","9,59","12,97","12,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"3,89"
3930,Tiagabinum,"Gabitril, tabl. powl., 10 mg",50 szt.,05909990058839,2019-01-01,3 lata,"162.3, Leki przeciwpadaczkowe do stosowania doustnego - tiagabina - stałe postacie farmaceutyczne","162,00","170,10","186,85","186,85",Padaczka oporna na leczenie,,ryczałt,"3,20"
3931,Tiagabinum,"Gabitril, tabl. powl., 15 mg",50 szt.,05909990058846,2019-01-01,3 lata,"162.3, Leki przeciwpadaczkowe do stosowania doustnego - tiagabina - stałe postacie farmaceutyczne","246,24","258,55","277,43","277,43",Padaczka oporna na leczenie,,ryczałt,"3,20"
3932,Tiagabinum,"Gabitril, tabl. powl., 5 mg",50 szt.,05909990058822,2019-01-01,3 lata,"162.3, Leki przeciwpadaczkowe do stosowania doustnego - tiagabina - stałe postacie farmaceutyczne","77,76","81,65","94,40","93,42",Padaczka oporna na leczenie,,ryczałt,"4,18"
3933,Tianeptinum,"Atinepte, tabl. powl., 12.5 mg",30 szt.,05909990997152,2021-03-01,3 lata,"187.0, Leki przeciwdepresyjne - inne","16,15","16,96","19,95","10,44",Choroby psychiczne lub upośledzenia umysłowe,,30%,"12,64"
3934,Tianeptinum,"Coaxil, tabl. drażowane, 12.5 mg",30 szt.,05909991267131,2019-07-01,3 lata,"187.0, Leki przeciwdepresyjne - inne","11,83","12,42","15,41","10,44",Choroby psychiczne lub upośledzenia umysłowe,,30%,"8,10"
3935,Tianeptinum,"Coaxil, tabl. powl., 12.5 mg",30 szt. (1 blist.po 30 szt.),05909990370214,2019-01-01,3 lata,"187.0, Leki przeciwdepresyjne - inne","16,74","17,58","20,57","10,44",Choroby psychiczne lub upośledzenia umysłowe,,30%,"13,26"
3936,Tianeptinum,"Tianesal, tabl. powl., 12.5 mg",90 szt.,05909991201821,2018-09-01,3 lata,"187.0, Leki przeciwdepresyjne - inne","40,50","42,53","48,77","31,33",Choroby psychiczne lub upośledzenia umysłowe,,30%,"26,84"
3937,Tianeptinum natricum,"Coaxil, tabl. drażowane, 12.5 mg",30 szt.,05909991265984,2020-01-01,3 lata,"187.0, Leki przeciwdepresyjne - inne","10,31","10,83","13,82","10,44",Choroby psychiczne lub upośledzenia umysłowe,,30%,"6,51"
3938,Tianeptinum natricum,"Tianesal, tabl. powl., 12.5 mg",30 szt.,05909990875245,2019-11-01,3 lata,"187.0, Leki przeciwdepresyjne - inne","16,16","16,97","19,96","10,44",Choroby psychiczne lub upośledzenia umysłowe,,30%,"12,65"
3939,Ticlopidinum,"Aclotin, tabl. powl., 0.25 g",20 szt. (1 blist.po 20 szt.),05909990667116,2019-01-01,3 lata,"23.2, Doustne leki przeciwpłytkowe - tyklopidyna","9,13","9,59","12,93","11,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"4,74"
3940,Ticlopidinum,"Aclotin, tabl. powl., 0.25 g",60 szt. (3 blist.po 20 szt.),05909990334971,2019-01-01,3 lata,"23.2, Doustne leki przeciwpłytkowe - tyklopidyna","27,00","28,35","35,10","35,10",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"10,53"
3941,Ticlopidinum,"Apo-Clodin, tabl. powl., 250 mg",30 szt. (1 but.po 30 szt.),05909990938315,2019-01-01,3 lata,"23.2, Doustne leki przeciwpłytkowe - tyklopidyna","12,91","13,56","17,90","17,55",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"5,62"
3942,Ticlopidinum,"Apo-Clodin, tabl. powl., 250 mg",60 szt. (1 but.po 60 szt.),05909990646616,2019-01-01,3 lata,"23.2, Doustne leki przeciwpłytkowe - tyklopidyna","25,81","27,10","33,85","33,85",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"10,16"
3943,Ticlopidinum,"Ifapidin, tabl. powl., 250 mg",20 szt. (2 blist.po 10 szt.),05909990694853,2019-01-01,3 lata,"23.2, Doustne leki przeciwpłytkowe - tyklopidyna","8,75","9,19","12,53","11,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"4,34"
3944,Ticlopidinum,"Ifapidin, tabl. powl., 250 mg",60 szt. (6 blist.po 10 szt.),05909990694846,2019-01-01,3 lata,"23.2, Doustne leki przeciwpłytkowe - tyklopidyna","27,32","28,69","35,43","35,10",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"10,86"
3945,Timololum,"Cusimolol 0,5%, krople do oczu, roztwór, 5 mg/ml",1 but.po 5 ml,05909990187713,2019-01-01,3 lata,"213.0, Leki przeciwjaskrowe - beta-adrenolityki do stosowania do oczu","4,87","5,11","6,49","4,83",Jaskra,,30%,"3,11"
3946,Timololum,"Oftensin, krople do oczu, roztwór, 2.5 mg/ml",5 ml,05909990073610,2019-01-01,3 lata,"213.0, Leki przeciwjaskrowe - beta-adrenolityki do stosowania do oczu","3,28","3,44","4,83","4,83",Jaskra,,30%,"1,45"
3947,Timololum,"Oftensin, krople do oczu, roztwór, 5 mg/ml",5 ml,05909990073719,2019-01-01,3 lata,"213.0, Leki przeciwjaskrowe - beta-adrenolityki do stosowania do oczu","3,28","3,44","4,83","4,83",Jaskra,,30%,"1,45"
3948,Tioguaninum,"Lanvis, tabl., 40 mg",25 szt.,05909990185214,2019-11-01,3 lata,"234.0, Leki przeciwnowotworowe - antymetabolity - analogi puryn - tioguanina","596,38","626,20","654,34","654,34",Nowotwory złośliwe,,bezpłatny do limitu,"0,00"
3949,Tiotropii bromidum,"Braltus, proszek do inhalacji w kapsułce twardej, 10 µg/dawkę dostarczaną",30 szt. + 1 inhalator,05909991299545,2017-03-01,5 lat,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","85,31","89,58","102,56","102,56",Ciężka postać POChP z udokumentowanym badaniem spirometrycznym z wartością wskaźnika FEV1<50% oraz ujemną próbą rozkurczową,,ryczałt,"3,20"
3950,Tiotropii bromidum,"Braltus, proszek do inhalacji w kapsułce twardej, 10 µg/dawkę dostarczaną",30 szt. + 1 inhalator,05909991299545,2017-03-01,5 lat,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","85,31","89,58","102,56","102,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"30,77"
3951,Tiotropii bromidum,"Spiriva Respimat, roztwór do inhalacji, 2.5 µg/dawkę odmierzoną",1 wkł.po 30 dawek leczniczych (60 dawek odmierzonych) + 1 inhalator Respimat,05909990735839,2019-01-01,3 lata,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","103,14","108,30","121,28","102,56",Przewlekła obturacyjna choroba płuc – leczenie podtrzymujące,,30%,"49,49"
3952,Tiotropium,"Spiriva, proszek do inhalacji w kaps. twardych, 18 µg/dawkę inhalacyjną",30 szt. (3 blist.po 10 szt. + HandiHaler),05909990985128,2019-01-01,3 lata,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","103,14","108,30","121,28","102,56",Ciężka postać POChP z udokumentowanym badaniem spirometrycznym z wartością wskaźnika FEV1<50% oraz ujemną próbą rozkurczową,,ryczałt,"21,92"
3953,Tiotropium,"Spiriva, proszek do inhalacji w kaps. twardych, 18 µg/dawkę inhalacyjną",30 szt. (3 blist.po 10 szt. + HandiHaler),05909990985128,2019-01-01,3 lata,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","103,14","108,30","121,28","102,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"49,49"
3954,Tiotropium,"Spiriva, proszek do inhalacji w kaps. twardych, 18 µg/dawkę inhalacyjną",30 szt. (3 blist.po 10 szt.),05909990985111,2019-01-01,3 lata,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","103,14","108,30","121,28","102,56",Ciężka postać POChP z udokumentowanym badaniem spirometrycznym z wartością wskaźnika FEV1<50% oraz ujemną próbą rozkurczową,,ryczałt,"21,92"
3955,Tiotropium,"Spiriva, proszek do inhalacji w kaps. twardych, 18 µg/dawkę inhalacyjną",30 szt. (3 blist.po 10 szt.),05909990985111,2019-01-01,3 lata,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","103,14","108,30","121,28","102,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"49,49"
3956,Tiotropium,"Srivasso, proszek do inhalacji w kapsułce twardej, 18 µg/dawkę inhalacyjną",30 kaps.,05909991253998,2017-07-01,5 lat,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","85,31","89,58","102,56","102,56",Ciężka postać POChP z udokumentowanym badaniem spirometrycznym z wartością wskaźnika FEV1<50% oraz ujemną próbą rozkurczową,,ryczałt,"3,20"
3957,Tiotropium,"Srivasso, proszek do inhalacji w kapsułce twardej, 18 µg/dawkę inhalacyjną",30 kaps.,05909991253998,2017-07-01,5 lat,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","85,31","89,58","102,56","102,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"30,77"
3958,Tiotropium,"Srivasso, proszek do inhalacji w kapsułce twardej, 18 µg/dawkę inhalacyjną",30 kaps. z inhalatorem,05909991254001,2017-07-01,5 lat,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","85,31","89,58","102,56","102,56",Ciężka postać POChP z udokumentowanym badaniem spirometrycznym z wartością wskaźnika FEV1<50% oraz ujemną próbą rozkurczową,,ryczałt,"3,20"
3959,Tiotropium,"Srivasso, proszek do inhalacji w kapsułce twardej, 18 µg/dawkę inhalacyjną",30 kaps. z inhalatorem,05909991254001,2017-07-01,5 lat,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","85,31","89,58","102,56","102,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"30,77"
3960,Tizanidinum,"Sirdalud MR, kaps. o zmodyfikowanym uwalnianiu, twarde, 6 mg",30 szt. (3 blist.po 10 szt.),05909990671410,2019-01-01,3 lata,"144.0, Leki działające rozkurczowo na mięśnie szkieletowe - tizanidyna","43,79","45,98","53,67","43,53",Stwardnienie rozsiane,,30%,"23,20"
3961,Tizanidinum,"Tizanor, tabl., 4 mg",30 szt.,05909990784486,2019-05-01,3 lata,"144.0, Leki działające rozkurczowo na mięśnie szkieletowe - tizanidyna","21,96","23,06","29,02","29,02",Stwardnienie rozsiane,,30%,"8,71"
3962,Tolterodini tartras,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 2 mg",60 szt.,05909991008642,2021-03-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","19,81","20,80","25,12","17,47",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"12,89"
3963,Tolterodini tartras,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",30 szt.,05909991008666,2021-03-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","19,81","20,80","25,12","17,47",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"12,89"
3964,Tolterodini tartras,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",60 szt.,05909991008680,2021-03-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","39,61","41,59","48,32","34,94",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"23,86"
3965,Tolterodinum,"Defur, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",28 szt.,05909991055271,2019-07-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","18,49","19,41","23,54","16,31",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"12,12"
3966,Tolterodinum,"Defur, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",90 szt.,05909991139520,2018-09-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","61,29","64,35","73,08","52,41",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"36,39"
3967,Tolterodinum,"Titlodine, kaps. o przedłużonym uwalnianiu, twarde, 2 mg",28 szt.,05909991035235,2019-03-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","12,84","13,48","15,95","8,15",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"10,25"
3968,Tolterodinum,"Titlodine, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",28 szt.,05909991035549,2019-03-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","26,89","28,23","32,36","16,31",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"20,94"
3969,Tolterodinum,"Tolzurin, kaps. o przedłużonym uwalnianiu, twarde, 2 mg",28 szt.,05909991023485,2019-03-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","12,96","13,61","16,08","8,15",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"10,38"
