LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
240,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite 15x15 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 225 cm²",1 szt.,5000223475581,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,20","17,01","22,84","22,84",Przewlekłe owrzodzenia,,30%,"6,85"
241,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite 15x15 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 225 cm²",1 szt.,5000223475581,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,20","17,01","22,84","22,84",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
242,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite 8x8 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 64 cm²",1 szt.,5000223475611,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","4,63","4,86","7,25","7,25",Przewlekłe owrzodzenia,,30%,"2,18"
243,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite 8x8 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 64 cm²",1 szt.,5000223475611,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","4,63","4,86","7,25","7,25",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
244,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite Oval 15,2x13,1 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 156 cm²",1 szt.,5000223476885,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","11,23","11,79","16,37","16,37",Przewlekłe owrzodzenia,,30%,"4,91"
245,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite Oval 15,2x13,1 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 156 cm²",1 szt.,5000223476885,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","11,23","11,79","16,37","16,37",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
246,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Multisite 17,1x17,9 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 225 cm²",1 szt.,5000223476502,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","15,66","16,44","22,27","22,27",Przewlekłe owrzodzenia,,30%,"6,68"
247,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Multisite 17,1x17,9 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 225 cm²",1 szt.,5000223476502,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","15,66","16,44","22,27","22,27",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
248,Emplastri microfibricum cellulosae,"Allevyn Life 10,3x10,3 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 10,3cm x 10,3cm, 93 cm²",1 szt.,5000223477981,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,61","10,09","13,34","11,13",Przewlekłe owrzodzenia,,30%,"5,55"
249,Emplastri microfibricum cellulosae,"Allevyn Life 10,3x10,3 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 10,3cm x 10,3cm, 93 cm²",1 szt.,5000223477981,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,61","10,09","13,34","11,13",Epidermolysis bullosa,,bezpłatny do limitu,"2,21"
250,Emplastri microfibricum cellulosae,"Allevyn Life 12,9x12,9 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 12,9cm x 12,9cm, 146 cm²",1 szt.,5000223478018,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","14,69","15,42","19,80","17,48",Przewlekłe owrzodzenia,,30%,"7,56"
251,Emplastri microfibricum cellulosae,"Allevyn Life 12,9x12,9 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 12,9cm x 12,9cm, 146 cm²",1 szt.,5000223478018,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","14,69","15,42","19,80","17,48",Epidermolysis bullosa,,bezpłatny do limitu,"2,32"
252,Emplastri microfibricum cellulosae,"Allevyn Life 15,4x15,4 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 15,4cm x 15,4cm, 211 cm²",1 szt.,5000223478049,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","20,52","21,55","27,17","25,26",Przewlekłe owrzodzenia,,30%,"9,49"
253,Emplastri microfibricum cellulosae,"Allevyn Life 15,4x15,4 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 15,4cm x 15,4cm, 211 cm²",1 szt.,5000223478049,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","20,52","21,55","27,17","25,26",Epidermolysis bullosa,,bezpłatny do limitu,"1,91"
254,Emplastri microfibricum cellulosae,"Allevyn Life 21x21 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 21cm x 21cm, 392 cm²",1 szt.,5000223478070,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","37,26","39,12","47,42","46,92",Przewlekłe owrzodzenia,,30%,"14,58"
255,Emplastri microfibricum cellulosae,"Allevyn Life Heel 25x25,2 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym o rozmiarze 25cm x 25,2cm kształt przystosowany do założenia na piętę, 545 cm²",1 szt.,5000223482503,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","48,60","51,03","60,91","60,91",Przewlekłe owrzodzenia,,30%,"18,27"
256,Emplastri microfibricum cellulosae,"Allevyn Life Sacrum 17,2x17,5 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym na okolicę krzyżową o rozmiarze 17,2cm x 17,5cm, 235 cm²",1 szt.,5000223481421,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","20,52","21,55","27,53","27,53",Przewlekłe owrzodzenia,,30%,"8,26"
257,Emplastri microfibricum cellulosae,"Allevyn Life Sacrum 21,6x23 cm, opatrunek specjalistyczny - samoprzylepny, złożony, hydrokomórkowy opatrunek piankowy z żelem silikonowym na okolicę krzyżową o rozmiarze 21,6cm x 23cm, 386 cm²",1 szt.,5000223481452,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","33,35","35,02","43,23","43,23",Przewlekłe owrzodzenia,,30%,"12,97"
258,Emplastri microfibricum cellulosae,"Aquacel Extra opatrunek w technologii hydrofiber z dodatkiem włókien wzmacniających 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455125616,2021-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,69","11,22","14,68","11,97",Przewlekłe owrzodzenia,,30%,"6,30"
259,Emplastri microfibricum cellulosae,"Aquacel Extra opatrunek w technologii hydrofiber z dodatkiem włókien wzmacniających 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455125616,2021-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,69","11,22","14,68","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"2,71"
260,Emplastri microfibricum cellulosae,"Aquacel Extra opatrunek w technologii hydrofiber z dodatkiem włókien wzmacniających 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455125630,2021-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","24,05","25,25","31,08","26,93",Przewlekłe owrzodzenia,,30%,"12,23"
261,Emplastri microfibricum cellulosae,"Aquacel Extra opatrunek w technologii hydrofiber z dodatkiem włókien wzmacniających 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455125630,2021-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","24,05","25,25","31,08","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"4,15"
262,Emplastri microfibricum cellulosae,"Aquacel Extra opatrunek w technologii hydrofiber z dodatkiem włókien wzmacniających 5x5 cm, opatrunek, 25 cm²",1 szt.,0768455125586,2021-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","3,28","3,44","4,44","2,99",Przewlekłe owrzodzenia,,30%,"2,35"
263,Emplastri microfibricum cellulosae,"Aquacel Extra opatrunek w technologii hydrofiber z dodatkiem włókien wzmacniających 5x5 cm, opatrunek, 25 cm²",1 szt.,0768455125586,2021-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","3,28","3,44","4,44","2,99",Epidermolysis bullosa,,bezpłatny do limitu,"1,45"
264,Emplastri microfibricum cellulosae,"Aquacel Foam 10x10 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 100 cm²",1 szt.,0768455123834,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,10","10,61","14,07","11,97",Przewlekłe owrzodzenia,,30%,"5,69"
265,Emplastri microfibricum cellulosae,"Aquacel Foam 10x10 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 100 cm²",1 szt.,0768455123834,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,10","10,61","14,07","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"2,10"
266,Emplastri microfibricum cellulosae,"Aquacel Foam 10x10 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 100 cm²",1 szt.,0768455127115,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,10","10,61","14,07","11,97",Przewlekłe owrzodzenia,,30%,"5,69"
267,Emplastri microfibricum cellulosae,"Aquacel Foam 10x10 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 100 cm²",1 szt.,0768455127115,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,10","10,61","14,07","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"2,10"
268,Emplastri microfibricum cellulosae,"Aquacel Foam 12,5x12,5 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 156.25 cm²",1 szt.,0768455123711,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","15,77","16,56","21,14","18,70",Przewlekłe owrzodzenia,,30%,"8,05"
269,Emplastri microfibricum cellulosae,"Aquacel Foam 12,5x12,5 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 156.25 cm²",1 szt.,0768455123711,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","15,77","16,56","21,14","18,70",Epidermolysis bullosa,,bezpłatny do limitu,"2,44"
270,Emplastri microfibricum cellulosae,"Aquacel Foam 14x19,8 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 277.2 cm²",1 szt.,0768455123759,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","27,98","29,38","35,98","33,18",Przewlekłe owrzodzenia,,30%,"12,75"
271,Emplastri microfibricum cellulosae,"Aquacel Foam 14x19,8 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 277.2 cm²",1 szt.,0768455123759,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","27,98","29,38","35,98","33,18",Epidermolysis bullosa,,bezpłatny do limitu,"2,80"
272,Emplastri microfibricum cellulosae,"Aquacel Foam 15x15 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 225 cm²",1 szt.,0768455123841,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","22,72","23,86","29,69","26,93",Przewlekłe owrzodzenia,,30%,"10,84"
273,Emplastri microfibricum cellulosae,"Aquacel Foam 15x15 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 225 cm²",1 szt.,0768455123841,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","22,72","23,86","29,69","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"2,76"
274,Emplastri microfibricum cellulosae,"Aquacel Foam 15x20 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 300 cm²",1 szt.,0768455123865,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","30,29","31,80","38,74","35,91",Przewlekłe owrzodzenia,,30%,"13,60"
275,Emplastri microfibricum cellulosae,"Aquacel Foam 15x20 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 300 cm²",1 szt.,0768455123865,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","30,29","31,80","38,74","35,91",Epidermolysis bullosa,,bezpłatny do limitu,"2,83"
276,Emplastri microfibricum cellulosae,"Aquacel Foam 16,9x20 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 338 cm²",1 szt.,0768455123766,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","34,13","35,84","43,35","40,46",Przewlekłe owrzodzenia,,30%,"15,03"
277,Emplastri microfibricum cellulosae,"Aquacel Foam 16,9x20 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 338 cm²",1 szt.,0768455123766,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","34,13","35,84","43,35","40,46",Epidermolysis bullosa,,bezpłatny do limitu,"2,89"
278,Emplastri microfibricum cellulosae,"Aquacel Foam 17,5x17,5 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 306.25 cm²",1 szt.,0768455123728,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","30,92","32,47","39,49","36,66",Przewlekłe owrzodzenia,,30%,"13,83"
279,Emplastri microfibricum cellulosae,"Aquacel Foam 17,5x17,5 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 306.25 cm²",1 szt.,0768455123728,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","30,92","32,47","39,49","36,66",Epidermolysis bullosa,,bezpłatny do limitu,"2,83"
280,Emplastri microfibricum cellulosae,"Aquacel Foam 20x20 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 400 cm²",1 szt.,0768455123858,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","40,14","42,15","50,57","47,88",Przewlekłe owrzodzenia,,30%,"17,05"
281,Emplastri microfibricum cellulosae,"Aquacel Foam 20x20 cm, nieprzylepny opatrunek piankowy w Technologii Hydrofiber, 400 cm²",1 szt.,0768455123858,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","40,14","42,15","50,57","47,88",Epidermolysis bullosa,,bezpłatny do limitu,"2,69"
282,Emplastri microfibricum cellulosae,"Aquacel Foam 21x21 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 441 cm²",1 szt.,0768455123735,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","44,53","46,76","55,61","52,79",Przewlekłe owrzodzenia,,30%,"18,66"
283,Emplastri microfibricum cellulosae,"Aquacel Foam 21x21 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 441 cm²",1 szt.,0768455123735,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","44,53","46,76","55,61","52,79",Epidermolysis bullosa,,bezpłatny do limitu,"2,82"
284,Emplastri microfibricum cellulosae,"Aquacel Foam 25x30 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 750 cm²",1 szt.,0768455123742,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","75,73","79,52","91,42","89,78",Przewlekłe owrzodzenia,,30%,"28,57"
285,Emplastri microfibricum cellulosae,"Aquacel Foam 25x30 cm, przylepny opatrunek piankowy w Technologii Hydrofiber, 750 cm²",1 szt.,0768455123742,2021-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","75,73","79,52","91,42","89,78",Epidermolysis bullosa,,bezpłatny do limitu,"1,64"
286,Emplastri microfibricum cellulosae,"Biatain Adhesive 10x10 cm, samoprzylepny opatrunek piankowy, 100 cm²",1 szt.,5708932861557,2021-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,93","10,43","13,89","11,97",Przewlekłe owrzodzenia,,30%,"5,51"
287,Emplastri microfibricum cellulosae,"Biatain Adhesive 12,5x12,5 cm, samoprzylepny opatrunek piankowy, 156.25 cm²",1 szt.,5708932861571,2021-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","15,47","16,24","20,82","18,70",Przewlekłe owrzodzenia,,30%,"7,73"
288,Emplastri microfibricum cellulosae,"Biatain Adhesive 18x18 cm, samoprzylepny opatrunek piankowy, 324 cm²",1 szt.,5708932861564,2021-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","32,12","33,73","41,03","38,78",Przewlekłe owrzodzenia,,30%,"13,88"
289,Emplastri microfibricum cellulosae,"Biatain Adhesive 7,5x7,5 cm, samoprzylepny opatrunek piankowy, 56.25 cm²",1 szt.,5708932861540,2021-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,70","5,99","8,16","6,73",Przewlekłe owrzodzenia,,30%,"3,45"
290,Emplastri microfibricum cellulosae,"Biatain Adhesive Heel 19x20 cm, samoprzylepny opatrunek piankowy na piętę, 380 cm²",1 szt.,5708932861526,2021-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","38,63","40,56","48,68","45,49",Przewlekłe owrzodzenia,,30%,"16,84"
291,Emplastri microfibricum cellulosae,"Biatain Adhesive Sacral 23x23 cm, samoprzylepny opatrunek piankowy na okolicę krzyżową, 529 cm²",1 szt.,5708932861533,2021-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","52,25","54,86","64,58","63,32",Przewlekłe owrzodzenia,,30%,"20,26"
292,Emplastri microfibricum cellulosae,"Biatain Non Adhesive 10x10 cm, nieprzylepny opatrunek piankowy, 100 cm²",1 szt.,5708932476300,2021-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","11,19","11,75","15,21","11,97",Przewlekłe owrzodzenia,,30%,"6,83"
293,Emplastri microfibricum cellulosae,"Biatain Non Adhesive 10x10 cm, nieprzylepny opatrunek piankowy, 100 cm²",1 szt.,5708932476300,2021-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","11,19","11,75","15,21","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"3,24"
294,Emplastri microfibricum cellulosae,"Biatain Non Adhesive 15x15 cm, nieprzylepny opatrunek piankowy, 225 cm²",1 szt.,5708932476294,2021-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","24,12","25,33","31,16","26,93",Przewlekłe owrzodzenia,,30%,"12,31"
295,Emplastri microfibricum cellulosae,"Biatain Non Adhesive 15x15 cm, nieprzylepny opatrunek piankowy, 225 cm²",1 szt.,5708932476294,2021-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","24,12","25,33","31,16","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"4,23"
296,Emplastri microfibricum cellulosae,"Biatain Super Adhesive 10x10 cm, przylepny opatrunek hydrokapilarny, 100 cm²",1 szt.,5708932551540,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","11,02","11,57","15,03","11,97",Przewlekłe owrzodzenia,,30%,"6,65"
297,Emplastri microfibricum cellulosae,"Biatain Super Adhesive 15x15 cm, przylepny opatrunek hydrokapilarny, 225 cm²",1 szt.,5708932551571,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,38","22,45","28,28","26,93",Przewlekłe owrzodzenia,,30%,"9,43"
298,Emplastri microfibricum cellulosae,"Biatain Super Adhesive 20x20 cm, samoprzylepny opatrunek hydrokapilarny, 400 cm²",1 szt.,5708932861588,2021-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","39,69","41,67","50,09","47,88",Przewlekłe owrzodzenia,,30%,"16,57"
299,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber nieprzylepny 10x10 cm, opatrunek, 100 cm²",1 szt.,6940610106331,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
300,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber nieprzylepny 10x20 cm, opatrunek, 200 cm²",1 szt.,6940610106362,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","18,79","19,73","25,18","23,94",Przewlekłe owrzodzenia,,30%,"8,42"
301,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber nieprzylepny 15x15 cm, opatrunek, 225 cm²",1 szt.,6940610106423,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,14","22,20","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
302,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber nieprzylepny 20x20 cm, opatrunek, 400 cm²",1 szt.,6940610106485,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","37,58","39,46","47,88","47,88",Przewlekłe owrzodzenia,,30%,"14,36"
303,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber nieprzylepny 20x30 cm, opatrunek, 600 cm²",1 szt.,6940610106515,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","56,38","59,20","69,61","69,61",Przewlekłe owrzodzenia,,30%,"20,88"
304,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber nieprzylepny 20x40 cm, opatrunek, 800 cm²",1 szt.,6940610106546,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","75,17","78,93","91,32","91,32",Przewlekłe owrzodzenia,,30%,"27,40"
305,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber przylepny 10x10 cm, opatrunek, 100 cm²",1 szt.,6940610106607,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
306,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber przylepny 15x15 cm, opatrunek, 225 cm²",1 szt.,6940610106690,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,14","22,20","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
307,Emplastri microfibricum cellulosae,"ConvaMax Superabsorber przylepny 20x20 cm, opatrunek, 400 cm²",1 szt.,6940610106751,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","37,58","39,46","47,88","47,88",Przewlekłe owrzodzenia,,30%,"14,36"
308,Emplastri microfibricum cellulosae,"Durafiber 10x10 cm, opatrunek włókninowy, żelowy, chłonny, 100 cm²",1 szt.,5000223466695,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,72","10,21","13,67","11,97",Przewlekłe owrzodzenia,,30%,"5,29"
309,Emplastri microfibricum cellulosae,"Durafiber 15x15 cm, opatrunek włókninowy, żelowy, chłonny, 225 cm²",1 szt.,5000223466725,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,87","22,96","28,79","26,93",Przewlekłe owrzodzenia,,30%,"9,94"
310,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455142231,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","8,82","9,26","12,72","11,97",Przewlekłe owrzodzenia,,30%,"4,34"
311,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455142231,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","8,82","9,26","12,72","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"0,75"
312,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455142248,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","19,85","20,84","26,67","26,67",Przewlekłe owrzodzenia,,30%,"8,00"
313,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455142248,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","19,85","20,84","26,67","26,67",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
314,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 5,5x12 cm, opatrunek, 66 cm²",1 szt.,0768455142255,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,83","6,12","8,57","7,90",Przewlekłe owrzodzenia,,30%,"3,04"
315,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 5,5x12 cm, opatrunek, 66 cm²",1 szt.,0768455142255,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,83","6,12","8,57","7,90",Epidermolysis bullosa,,bezpłatny do limitu,"0,67"
316,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 8x8 cm, opatrunek, 64 cm²",1 szt.,0768455142224,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,65","5,93","8,32","7,66",Przewlekłe owrzodzenia,,30%,"2,96"
317,Emplastri microfibricum cellulosae,"Foam Lite Convatec opatrunek piankowy z silikonową warstwą kontaktową, przylepny 8x8 cm, opatrunek, 64 cm²",1 szt.,0768455142224,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,65","5,93","8,32","7,66",Epidermolysis bullosa,,bezpłatny do limitu,"0,66"
318,Emplastri microfibricum cellulosae,"Inadine 5x5 cm, opatrunek, 25 cm²",1 szt.,15051978004257,2022-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","3,67","3,85","4,83","2,99",Przewlekłe owrzodzenia,,30%,"2,74"
319,Emplastri microfibricum cellulosae,"Inadine 5x5 cm, opatrunek, 25 cm²",1 szt.,15051978004257,2022-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","3,67","3,85","4,83","2,99",Epidermolysis bullosa,,bezpłatny do limitu,"1,84"
320,Emplastri microfibricum cellulosae,"Inadine 9,5x9,5 cm, opatrunek, 90.25 cm²",1 szt.,15051978004264,2022-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,26","9,72","12,89","10,80",Przewlekłe owrzodzenia,,30%,"5,33"
