LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
312,Octreotidum,"Sandostatin, roztwór do wstrzykiwań/do infuzji, 100 μg/ml",5 amp.po 1 ml,05909990042913,2022-01-01,3 lata,"1026.0, analogi somatostatyny","43,20","45,36","29,44",C.45.a.,bezpłatny,0
313,Octreotidum,"Sandostatin, roztwór do wstrzykiwań/do infuzji, 50 μg/ml",5 amp.po 1 ml,05909990042715,2022-01-01,3 lata,"1026.0, analogi somatostatyny","32,40","34,02","14,72",C.45.a.,bezpłatny,0
314,Octreotidum,"Sandostatin LAR, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 10 mg",1 fiol. + 1 amp.-strz. z rozp. 2 ml,05909990459711,<1>2022-01-01/<2>2020-11-01,3 lata,"1026.0, analogi somatostatyny","560,76","588,80","588,80",<1>C.45.a.; <2>C.45.b.,bezpłatny,0
315,Octreotidum,"Sandostatin LAR, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 20 mg",1 fiol. + 1 amp.-strz. z rozp. 2 ml,05909990459612,<1>2022-07-01/<2>2020-11-01,3 lata,"1026.0, analogi somatostatyny","1121,53","1177,61","1177,59",<1>C.45.a.; <2>C.45.b.,bezpłatny,0
316,Octreotidum,"Sandostatin LAR, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 30 mg",1 fiol. + 1 amp.-strz. z rozp. 2 ml,05909990459513,<1>2022-07-01/<2>2020-11-01,3 lata,"1026.0, analogi somatostatyny","1682,28","1766,39","1766,39",<1>C.45.a.; <2>C.45.b.,bezpłatny,0
317,Ondansetronum,"Atossa, tabl. powl., 8 mg",10 szt.,05909990744510,2022-07-01,3 lata,"1047.2, ondansetronum p.o.","34,45","36,17","29,37",C.0.09.,bezpłatny,0
318,Ondansetronum,"Ondansetron Accord, roztwór do wstrzykiwań lub infuzji, 2 mg/ml",5 amp. po 2 ml,05909990822225,2021-03-01,3 lata,"1047.1, ondansetronum inj.","6,37","6,69","5,67",C.0.09.,bezpłatny,0
319,Ondansetronum,"Ondansetron Accord, roztwór do wstrzykiwań lub infuzji, 2 mg/ml",5 amp. po 4 ml,05909990822249,2021-03-01,3 lata,"1047.1, ondansetronum inj.","12,74","13,38","11,34",C.0.09.,bezpłatny,0
320,Ondansetronum,"Ondansetron Bluefish, tabl. ulegające rozpadowi w jamie ustnej, 4 mg",10 szt.,05909990777044,2023-01-01,3 lata,"1047.2, ondansetronum p.o.","17,23","18,09","14,69",C.0.09.,bezpłatny,0
321,Ondansetronum,"Ondansetron Bluefish, tabl. ulegające rozpadowi w jamie ustnej, 8 mg",10 szt.,05909990777150,2023-01-01,3 lata,"1047.2, ondansetronum p.o.","27,97","29,37","29,37",C.0.09.,bezpłatny,0
323,Ondansetronum,"Ondansetron Kabi 2 mg/ml roztwór do wstrzykiwań, roztwór do wstrzykiwań, 2 mg/ml",5 amp.po 2 ml,05909990055197,2022-01-01,3 lata,"1047.1, ondansetronum inj.","6,37","6,69","5,67",C.0.09.,bezpłatny,0
322,Ondansetronum,"Ondansetron Kabi 2 mg/ml roztwór do wstrzykiwań, roztwór do wstrzykiwań, 2 mg/ml",5 amp.po 4 ml,05909990055234,2022-01-01,3 lata,"1047.1, ondansetronum inj.","10,80","11,34","11,34",C.0.09.,bezpłatny,0
324,Ondansetronum,"Setronon, tabl. powl., 8 mg",10 szt.,05909990994717,2022-07-01,3 lata,"1047.2, ondansetronum p.o.","34,45","36,17","29,37",C.0.09.,bezpłatny,0
325,Ondansetronum,"Zofran, tabl. powl., 4 mg",10 szt.,05909990001811,2022-01-01,3 lata,"1047.2, ondansetronum p.o.","30,78","32,32","14,69",C.0.09.,bezpłatny,0
326,Ondansetronum,"Zofran, tabl. powl., 8 mg",10 szt.,05909990001910,2022-01-01,3 lata,"1047.2, ondansetronum p.o.","49,57","52,05","29,37",C.0.09.,bezpłatny,0
327,Oxaliplatinum,"Oxaliplatin Kabi, koncentrat do sporządzania roztworu do infuzji, 5 mg/ml",1 fiol.po 10 ml,05909990798247,<1>2022-01-01/<2>2022-05-01,<1>3 lata/<2>2 lata,"1031.0, Oxaliplatinum","30,78","32,32","32,32",<1>C.46.;<2>C.46.b.,bezpłatny,0
328,Oxaliplatinum,"Oxaliplatin Kabi, koncentrat do sporządzania roztworu do infuzji, 5 mg/ml",1 fiol.po 20 ml,05909990798254,<1>2022-01-01/<2>2022-05-01,<1>3 lata/<2>2 lata,"1031.0, Oxaliplatinum","61,56","64,64","64,64",<1>C.46.;<2>C.46.b.,bezpłatny,0
329,Oxaliplatinum,"Oxaliplatin Kabi, koncentrat do sporządzania roztworu do infuzji, 5 mg/ml",1 fiol.po 40 ml,05909990827381,<1>2022-01-01/<2>2022-05-01,<1>3 lata/<2>2 lata,"1031.0, Oxaliplatinum","123,12","129,28","129,28",<1>C.46.;<2>C.46.b.,bezpłatny,0
330,Oxaliplatinum,"Oxaliplatinum Accord, koncentrat do sporządzania roztworu do infuzji, 5 mg/ml",1 fiol. a 10 ml,05909990796151,<1>2021-03-01/<2>2022-05-01,<1>3 lata/<2>2 lata,"1031.0, Oxaliplatinum","31,86","33,45","32,32",<1>C.46.;<2>C.46.b.,bezpłatny,0
331,Oxaliplatinum,"Oxaliplatinum Accord, koncentrat do sporządzania roztworu do infuzji, 5 mg/ml",1 fiol. a 20 ml,05909990796168,<1>2021-03-01/<2>2022-05-01,<1>3 lata/<2>2 lata,"1031.0, Oxaliplatinum","63,72","66,91","64,64",<1>C.46.;<2>C.46.b.,bezpłatny,0
332,Oxaliplatinum,"Oxaliplatinum Accord, koncentrat do sporządzania roztworu do infuzji, 5 mg/ml",1 fiol. a 40 ml,05909990827206,<1>2021-03-01/<2>2022-05-01,<1>3 lata/<2>2 lata,"1031.0, Oxaliplatinum","127,44","133,81","129,28",<1>C.46.;<2>C.46.b.,bezpłatny,0
335,Paclitaxelum,"Paclitaxel Kabi, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml","1 fiol.po 16,7 ml",05909990874361,2022-07-01,3 lata,"1032.0, Paclitaxelum","50,44","52,96","51,03",C.47.,bezpłatny,0
333,Paclitaxelum,"Paclitaxel Kabi, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 25 ml,05909990874385,2022-01-01,3 lata,"1032.0, Paclitaxelum","67,39","70,76","70,76",C.47.,bezpłatny,0
334,Paclitaxelum,"Paclitaxel Kabi, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 5 ml,05909990874347,2022-01-01,3 lata,"1032.0, Paclitaxelum","25,38","26,65","15,31",C.47.,bezpłatny,0
336,Paclitaxelum,"Paclitaxel Kabi, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 50 ml,05909990874408,2022-01-01,3 lata,"1032.0, Paclitaxelum","135,00","141,75","141,75",C.47.,bezpłatny,0
340,Paclitaxelum,"Paclitaxel-Ebewe, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml","1 fiol.po 16,7 ml",05909990018390,2022-01-01,3 lata,"1032.0, Paclitaxelum","108,00","113,40","51,03",C.47.,bezpłatny,0
339,Paclitaxelum,"Paclitaxel-Ebewe, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 25 ml,05909990018406,2022-01-01,3 lata,"1032.0, Paclitaxelum","145,80","153,09","76,55",C.47.,bezpłatny,0
338,Paclitaxelum,"Paclitaxel-Ebewe, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 5 ml,05909990018383,2022-01-01,3 lata,"1032.0, Paclitaxelum","32,40","34,02","15,31",C.47.,bezpłatny,0
337,Paclitaxelum,"Paclitaxel-Ebewe, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 50 ml,05909990018420,2022-01-01,3 lata,"1032.0, Paclitaxelum","324,00","340,20","153,09",C.47.,bezpłatny,0
342,Paclitaxelum,"Paclitaxelum Accord, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml","1 fiol. a 16,7 ml",05909990840274,2021-03-01,3 lata,"1032.0, Paclitaxelum","48,60","51,03","51,03",C.47.,bezpłatny,0
341,Paclitaxelum,"Paclitaxelum Accord, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol. a 5 ml,05909990840267,2021-03-01,3 lata,"1032.0, Paclitaxelum","14,58","15,31","15,31",C.47.,bezpłatny,0
343,Paclitaxelum,"Paclitaxelum Accord, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol. a 50 ml,05909990840281,2021-03-01,3 lata,"1032.0, Paclitaxelum","145,80","153,09","153,09",C.47.,bezpłatny,0
345,Paclitaxelum,"Paclitaxelum Accord, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 100 ml,05909991037093,2022-07-01,3 lata,"1032.0, Paclitaxelum","259,20","272,16","272,16",C.47.,bezpłatny,0
344,Paclitaxelum,"Paclitaxelum Accord, koncentrat do sporządzania roztworu do infuzji, 6 mg/ml",1 fiol.po 25 ml,05909991037086,2022-07-01,3 lata,"1032.0, Paclitaxelum","72,90","76,55","76,55",C.47.,bezpłatny,0
346,Pegaspargasum,"Oncaspar, proszek do sporządzania roztworu do wstrzykiwań/ do infuzji, 750 j.m./ml",1 fiol. proszku,00642621070989,2021-05-01,2 lata,"1033.0, Pegaspargasum","7203,06","7563,21","7563,21",C.48.,bezpłatny,0
347,Pegfilgrastimum,"Grasustek, roztwór do wstrzykiwań, 6 mg/0,6 ml",1 amp.-strzyk.,04260582610011,2020-09-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","1620,00","1701,00","1360,80",C.0.10.,bezpłatny,0
348,Pegfilgrastimum,"Pelgraz, roztwór do wstrzykiwań w ampułko-strzykawce, 6 mg/0,6 ml",1 amp.-strzyk.,05055565748640,2021-11-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","1296,00","1360,80","1360,80",C.0.10.,bezpłatny,0
349,Pegfilgrastimum,"Ziextenzo, roztwór do wstrzykiwań w ampułko-strzykawce, 6 mg/0,6 ml",1 amp.-strzyk.,05907626708905,2022-03-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","1836,00","1927,80","1360,80",C.0.10.,bezpłatny,0
350,Peginterferonum alfa-2a,"Pegasys, roztwór do wstrzykiwań, 135 μg/0,5 ml","1 amp.-strz.po 0,5 ml (+igła)",05909990984718,2022-03-01,<1>3 lata/<2><3>2 lata,"1074.1, Peginterferonum alfa 2a","534,79","561,53","561,53",<2>C.79.a.; <3>C.79.b.,bezpłatny,0
351,Peginterferonum alfa-2a,"Pegasys, roztwór do wstrzykiwań, 180 µg/0,5 ml","1 amp.-strz.po 0,5 ml (+igła)",05909990984817,2022-03-01,<1>3 lata/<2><3>2 lata,"1074.1, Peginterferonum alfa 2a","707,99","743,39","743,39",<2>C.79.a.; <3>C.79.b.,bezpłatny,0
352,Peginterferonum alfa-2a,"Pegasys, roztwór do wstrzykiwań, 90 µg/0,5 ml","1 amp.-strz.po 0,5 ml (+igła)",05902768001013,2022-03-01,<1>3 lata/<2><3>2 lata,"1074.1, Peginterferonum alfa 2a","348,32","365,74","365,74",<2>C.79.a.; <3>C.79.b.,bezpłatny,0
353,Pemetreksedum,"Pemetreksed SUN, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol. proszku,05909991289362,2023-03-01,3 lata,"1034.0, Pemetreksed","128,52","134,95","134,95",C.49.,bezpłatny,0
354,Pemetreksedum,"Pemetreksed SUN, proszek do sporządzania koncentratu roztworu do infuzji, 500 mg",1 fiol. proszku,05909991289379,2023-03-01,3 lata,"1034.0, Pemetreksed","642,60","674,73","674,73",C.49.,bezpłatny,0
356,Pemetreksedum,"Pemetrexed Accord, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiolka 20 ml,05055565768969,2021-11-01,2 lata,"1034.0, Pemetreksed","647,95","680,35","680,35",C.49.,bezpłatny,0
355,Pemetreksedum,"Pemetrexed Accord, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiolka 4 ml,05055565768952,2021-11-01,2 lata,"1034.0, Pemetreksed","129,59","136,07","136,07",C.49.,bezpłatny,0
357,Pemetreksedum,"Pemetrexed Accord, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiolka 40 ml,05055565768976,2021-11-01,2 lata,"1034.0, Pemetreksed","1295,89","1360,68","1360,68",C.49.,bezpłatny,0
358,Pemetreksedum,"Pemetrexed Sandoz, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.po 10 ml,05907626706079,2022-05-01,2 lata,"1034.0, Pemetreksed","280,80","294,84","294,84",C.49.,bezpłatny,0
359,Pemetreksedum,"Pemetrexed Sandoz, proszek do sporządzania koncentratu roztworu do infuzji, 500 mg",1 fiol.po 50 ml,05907626706086,2022-03-01,2 lata,"1034.0, Pemetreksed","1501,20","1576,26","1576,26",C.49.,bezpłatny,0
361,Pemetrexedum,"Pemetrexed Fresenius Kabi, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiol. 20 ml,05909991444174,2022-01-01,2 lata,"1034.0, Pemetreksed","647,95","680,35","680,35",C.49.,bezpłatny,0
360,Pemetrexedum,"Pemetrexed Fresenius Kabi, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiol. 4 ml,05909991444167,2022-01-01,2 lata,"1034.0, Pemetreksed","129,59","136,07","136,07",C.49.,bezpłatny,0
362,Pemetrexedum,"Pemetrexed Fresenius Kabi, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiol. 40 ml,05909991444181,2022-01-01,2 lata,"1034.0, Pemetreksed","1295,89","1360,68","1360,68",C.49.,bezpłatny,0
364,Pemetrexedum,"Pemetrexed Sandoz, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiol. 20 ml,07613421047023,2022-03-01,2 lata,"1034.0, Pemetreksed","646,92","679,27","679,27",C.49.,bezpłatny,0
363,Pemetrexedum,"Pemetrexed Sandoz, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiol. 4 ml,07613421047016,2022-03-01,2 lata,"1034.0, Pemetreksed","128,52","134,95","134,95",C.49.,bezpłatny,0
365,Pemetrexedum,"Pemetrexed Sandoz, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiol. 40 ml,07613421047030,2022-03-01,2 lata,"1034.0, Pemetreksed","1294,92","1359,67","1359,67",C.49.,bezpłatny,0
366,Plerixaforum,"Mozobil, roztwór do wstrzykiwań, 20 mg/ml","1 fiol.po 1,2 ml",05909990728473,2021-07-01,3 lata,"1126.0, Pleryksafor","18856,80","19799,64","19799,64",C.71.,bezpłatny,0
367,Posaconazolum,"Noxafil, zawiesina doustna, 40 mg/ml",105 ml,05909990335244,<1>2021-05-01/<2>2021-09-01/<3>2020-09-01,3 lata,"1125.0, Leki p-grzybicze - pochodne triazolu - posaconazol","2503,09","2628,24","677,57",<1>C.0.14.a.; <2>C.0.14.b.; <3>C.0.14.c.,bezpłatny,0
368,Posaconazolum,"Posaconazole AHCL, zawiesina doustna, 40 mg/ml",105 ml,05055565754351,2021-01-01,3 lata,"1125.0, Leki p-grzybicze - pochodne triazolu - posaconazol","648,00","680,40","677,57",<1>C.0.14.a.; <2>C.0.14.b.; <3>C.0.14.c.,bezpłatny,0
369,Posaconazolum,"Posaconazole Glenmark, zawiesina doustna, 40 mg/ml",105 ml,08595112678152,2020-11-01,3 lata,"1125.0, Leki p-grzybicze - pochodne triazolu - posaconazol","734,40","771,12","677,57",<1>C.0.14.a.; <2>C.0.14.b.; <3>C.0.14.c.,bezpłatny,0
370,Posaconazolum,"Posaconazole Mylan, zawiesina doustna, 40 mg/ml",1 but.po 105 ml,05901797710743,2023-03-01,3 lata,"1125.0, Leki p-grzybicze - pochodne triazolu - posaconazol","645,30","677,57","677,57",<1>C.0.14.a.; <2>C.0.14.b.; <3>C.0.14.c.,bezpłatny,0
371,Posaconazolum,"Posaconazole Stada, zawiesina doustna, 40 mg/ml",105 ml,05909991368562,2020-09-01,3 lata,"1125.0, Leki p-grzybicze - pochodne triazolu - posaconazol","646,92","679,27","677,57",<1>C.0.14.a.; <2>C.0.14.b.; <3>C.0.14.c.,bezpłatny,0
372,Posaconazolum,"Posaconazole Teva, zawiesina doustna, 40 mg/ml",105 ml,05909991422059,2021-01-01,3 lata,"1125.0, Leki p-grzybicze - pochodne triazolu - posaconazol","646,92","679,27","677,57",<1>C.0.14.a.; <2>C.0.14.b.; <3>C.0.14.c.,bezpłatny,0
373,Rasburicasum,"Fasturtec, proszek i rozpuszczalnik do przygotowania koncentratu do sporządzania roztworu do infuzji dożylnych, 1,5 mg/ml","3 fiol.po 1,5 mg (+ 3 amp. rozp.)",05909990943111,2022-01-01,3 lata,"1048.0, Rasburicasum","690,12","724,63","724,63",C.0.11.,bezpłatny,0
374,Rituximabum,"MabThera, koncentrat do sporządzania roztworu do infuzji, 100 mg",2 fiol.po 10 ml,05909990418817,<1><3>2022-07-01/<2>2022-09-01,2 lata,"1035.0, Rituximabum","2199,64","2309,62","1087,51",<3>C.51.,bezpłatny,0
375,Rituximabum,"MabThera, koncentrat do sporządzania roztworu do infuzji, 500 mg",1 fiol.po 50 ml,05909990418824,<1><3>2022-07-01/<2>2022-09-01,2 lata,"1035.0, Rituximabum","5500,55","5775,58","2718,77",<3>C.51.,bezpłatny,0
376,Rituximabum,"Riximyo, koncentrat do sporządzania roztworu do infuzji, 100 mg",2 fiol.po 10 ml,07613421032975,<1>2021-11-01/<2><3>2022-11-01,2 lata,"1035.0, Rituximabum","1035,72","1087,51","1087,51",<3>C.51.,bezpłatny,0
377,Rituximabum,"Riximyo, koncentrat do sporządzania roztworu do infuzji, 500 mg",1 fiol.po 50 ml,07613421032982,<1>2021-11-01/<2><3>2022-11-01,2 lata,"1035.0, Rituximabum","2589,30","2718,77","2718,77",<3>C.51.,bezpłatny,0
378,Rituximabum,"Ruxience, koncentrat do sporządzania roztworu do infuzji, 100 mg",1 fiol.po 10 ml,05415062360507,2022-11-01,2 lata,"1035.0, Rituximabum","476,28","500,09","500,09",<3>C.51.,bezpłatny,0
379,Rituximabum,"Ruxience, koncentrat do sporządzania roztworu do infuzji, 500 mg",1 fiol.po 50 ml,05415062360521,2022-11-01,2 lata,"1035.0, Rituximabum","2381,40","2500,47","2500,47",<3>C.51.,bezpłatny,0
380,Ropeginterferonum alfa-2b,"Besremi, roztwór do wstrzykiwań we wstrzykiwaczu, 250 µg/0,5 ml","1 wstrzyk.po 0,5 ml",09007653000976,2023-01-01,2 lata,"1267.0, Ropeginterferon alfa-2b","6813,46","7154,13","7154,13",C.85.,bezpłatny,0
381,Tamoxifenum,"Tamoxifen-EGIS, tabl., 20 mg",30 szt.,05909990775316,2022-01-01,3 lata,"1036.0, Tamoxifenum","9,83","10,32","10,32",C.52.,bezpłatny,0
382,Temozolomidum,"Temozolomide Accord, kaps. twarde, 100 mg",5 szt. (saszetka),05055565719350,2021-09-01,3 lata,"1080.0, Temozolomidum","216,00","226,80","226,80",C.64.,bezpłatny,0
383,Temozolomidum,"Temozolomide Accord, kaps. twarde, 140 mg",5 szt. (saszetka),05055565719367,2021-09-01,3 lata,"1080.0, Temozolomidum","324,00","340,20","330,75",C.64.,bezpłatny,0
384,Temozolomidum,"Temozolomide Accord, kaps. twarde, 180 mg",5 szt. (saszetka),05055565719374,2021-09-01,3 lata,"1080.0, Temozolomidum","432,00","453,60","425,25",C.64.,bezpłatny,0
385,Temozolomidum,"Temozolomide Accord, kaps. twarde, 20 mg",5 szt. (saszetka),05055565719343,2021-09-01,3 lata,"1080.0, Temozolomidum","43,20","45,36","45,36",C.64.,bezpłatny,0
386,Temozolomidum,"Temozolomide Accord, kaps. twarde, 250 mg",5 szt. (saszetka),05055565719381,2021-09-01,3 lata,"1080.0, Temozolomidum","594,00","623,70","590,63",C.64.,bezpłatny,0
387,Temozolomidum,"Temozolomide Accord, kaps. twarde, 5 mg",5 szt. (saszetka),05055565719336,2021-09-01,3 lata,"1080.0, Temozolomidum","10,80","11,34","11,34",C.64.,bezpłatny,0
388,Temozolomidum,"Temozolomide Glenmark, kapsułki twarde, 100 mg",5 szt.,05909991438449,2022-01-01,3 lata,"1080.0, Temozolomidum","225,00","236,25","236,25",C.64.,bezpłatny,0
389,Temozolomidum,"Temozolomide Glenmark, kapsułki twarde, 140 mg",5 szt.,05909991438456,2022-01-01,3 lata,"1080.0, Temozolomidum","315,00","330,75","330,75",C.64.,bezpłatny,0
390,Temozolomidum,"Temozolomide Glenmark, kapsułki twarde, 180 mg",5 szt.,05909991438463,2022-01-01,3 lata,"1080.0, Temozolomidum","405,00","425,25","425,25",C.64.,bezpłatny,0
391,Temozolomidum,"Temozolomide Glenmark, kapsułki twarde, 20 mg",5 szt.,05909991438432,2022-01-01,3 lata,"1080.0, Temozolomidum","45,00","47,25","47,25",C.64.,bezpłatny,0
392,Temozolomidum,"Temozolomide Glenmark, kapsułki twarde, 250 mg",5 szt.,05909991438470,2022-01-01,3 lata,"1080.0, Temozolomidum","562,50","590,63","590,63",C.64.,bezpłatny,0
393,Temozolomidum,"Temozolomide Glenmark, kapsułki twarde, 5 mg",5 szt.,05909991438401,2022-01-01,3 lata,"1080.0, Temozolomidum","11,25","11,81","11,81",C.64.,bezpłatny,0
394,Temozolomidum,"Temozolomide Sun, kapsułki twarde, 100 mg",5 szt.,05909991288006,2021-11-01,3 lata,"1080.0, Temozolomidum","183,60","192,78","192,78",C.64.,bezpłatny,0
395,Temozolomidum,"Temozolomide Sun, kapsułki twarde, 140 mg",5 szt.,05909991288037,2021-11-01,3 lata,"1080.0, Temozolomidum","257,04","269,89","269,89",C.64.,bezpłatny,0
396,Temozolomidum,"Temozolomide Sun, kapsułki twarde, 180 mg",5 szt.,05909991288068,2021-11-01,3 lata,"1080.0, Temozolomidum","330,48","347,00","347,00",C.64.,bezpłatny,0
397,Temozolomidum,"Temozolomide Sun, kapsułki twarde, 20 mg",5 szt.,05909991287979,2021-11-01,3 lata,"1080.0, Temozolomidum","36,72","38,56","38,56",C.64.,bezpłatny,0
398,Temozolomidum,"Temozolomide Sun, kapsułki twarde, 250 mg",5 szt.,05909991288099,2021-11-01,3 lata,"1080.0, Temozolomidum","459,00","481,95","481,95",C.64.,bezpłatny,0
399,Temozolomidum,"Temozolomide Sun, kapsułki twarde, 5 mg",5 szt.,05909991287948,2021-11-01,3 lata,"1080.0, Temozolomidum","9,18","9,64","9,64",C.64.,bezpłatny,0
400,Tioguaninum,"Lanvis, tabl., 40 mg",25 szt.,05909990185214,2022-07-01,3 lata,"1100.0, Tioguaninum","401,76","421,85","421,85",C.56.,bezpłatny,0
401,Topotecanum,"Hycamtin, kaps. twarde, 0,25 mg",10 szt.,05909990643134,2021-09-01,3 lata,"1038.2, Topotecanum p.o.","386,10","405,41","405,41",C.57.1.,bezpłatny,0
402,Topotecanum,"Hycamtin, kaps. twarde, 1 mg",10 szt.,05909990643141,2021-09-01,3 lata,"1038.2, Topotecanum p.o.","1458,00","1530,90","1530,90",C.57.1.,bezpłatny,0
403,Topotecanum,"Topotecan medac, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol.po 1 ml,05909990924660,2022-07-01,3 lata,"1038.1, Topotecanum inj.","70,20","73,71","73,71",C.57.2.,bezpłatny,0
404,Topotecanum,"Topotecan medac, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol.po 2 ml,05909990924677,2022-07-01,3 lata,"1038.1, Topotecanum inj.","140,40","147,42","147,42",C.57.2.,bezpłatny,0
405,Topotecanum,"Topotecan medac, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol.po 4 ml,05909990924684,2022-07-01,3 lata,"1038.1, Topotecanum inj.","280,80","294,84","294,84",C.57.2.,bezpłatny,0
406,Topotecanum,"Topotecanum Accord, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol. a 1 ml,05909990984756,2021-03-01,3 lata,"1038.1, Topotecanum inj.","70,20","73,71","73,71",C.57.2.,bezpłatny,0
407,Topotecanum,"Topotecanum Accord, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol. a 4 ml,05909990984770,2021-03-01,3 lata,"1038.1, Topotecanum inj.","280,80","294,84","294,84",C.57.2.,bezpłatny,0
408,Trastuzumabum,"Herceptin, proszek do przygotowania koncentratu do sporządzania roztworu do infuzji, 150 mg",1 fiol.po 15 ml,05909990855919,2021-03-01,3 lata,"1082.0, Trastuzumabum","2678,40","2812,32","952,22",C.86.b.,bezpłatny,0
409,Trastuzumabum,"Kanjinti, proszek do sporządzania koncentratu do przygotowania roztworu do infuzji, 150 mg",1 fiolka po 20 ml,08715131016982,2021-07-01,<1>2 lata/<2>3 lata,"1082.0, Trastuzumabum","906,88","952,22","952,22",<1>C.86a.; <2>C.86.b.,bezpłatny,0
410,Trastuzumabum,"Kanjinti, proszek do sporządzania koncentratu do przygotowania roztworu do infuzji, 420 mg",1 fiolka po 50 ml,08715131016975,2021-07-01,<1>2 lata/<2>3 lata,"1082.0, Trastuzumabum","2539,25","2666,21","2666,21",<1>C.86a.; <2>C.86.b.,bezpłatny,0
411,Trastuzumabum,"Ogivri, proszek do sporządzania koncentratu roztworu do infuzji, 150 mg",1 fiol. proszku 15 ml,05901797710415,2022-07-01,<1>2 lata/<2>3 lata,"1082.0, Trastuzumabum","1249,56","1312,04","952,22",<1>C.86a.; <2>C.86.b.,bezpłatny,0
412,Trastuzumabum,"Ogivri, proszek do sporządzania koncentratu roztworu do infuzji, 420 mg",1 fiol. proszku,05901797710781,2023-03-01,2 lata,"1082.0, Trastuzumabum","2716,70","2852,54","2666,21",<1>C.86a.; <2>C.86.b.,bezpłatny,0
413,Trastuzumabum,"Trazimera, proszek do sporządzania koncentratu roztworu do infuzji, 150 mg",1 fiol. proszku,05415062339176,2022-09-01,<1>2 lata/<2>3 lata,"1082.0, Trastuzumabum","842,40","884,52","884,52",<1>C.86a.; <2>C.86.b.,bezpłatny,0
414,Trastuzumabum,"Trazimera, proszek do sporządzania koncentratu roztworu do infuzji, 420 mg",1 fiol. proszku,05415062346655,2020-11-01,3 lata,"1082.0, Trastuzumabum","3126,60","3282,93","2666,21",<1>C.86a.; <2>C.86.b.,bezpłatny,0
415,Trastuzumabum,"Zercepac, proszek do sporządzania koncentratu roztworu do infuzji, 150 mg",1 fiol.,05055565766378,2021-01-01,3 lata,"1082.0, Trastuzumabum","972,00","1020,60","952,22",<1>C.86a.; <2>C.86.b.,bezpłatny,0
417,Vincristini sulfas,"Vincristine Teva, roztwór do wstrzykiwań, 1 mg/ml",1 fiol.po 1 ml,05909990669493,2022-07-01,3 lata,"1041.0, Vincristinum","24,79","26,03","26,03",C.61.,bezpłatny,0
416,Vincristini sulfas,"Vincristine Teva, roztwór do wstrzykiwań, 1 mg/ml",1 fiol.po 5 ml,05909990669523,2022-07-01,3 lata,"1041.0, Vincristinum","123,93","130,13","130,13",C.61.,bezpłatny,0
421,Vinorelbinum,"Navelbine, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",10 amp. 1 ml,05909990173617,2022-01-01,3 lata,"1042.1, Vinorelbinum inj","486,86","511,20","511,20",C.63.,bezpłatny,0
