LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
2764,Oxycodoni hydrochloridum,"OxyContin, tabl. o przedłużonym uwalnianiu, 80 mg",60 szt.,05909990644049,2022-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","279,94","293,94","312,94","303,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"15,97"
2765,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 10 mg",60 szt.,05909990839643,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","30,93","32,48","39,85","37,98",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"5,07"
2766,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 10 mg",60 szt.,05909990839643,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","30,93","32,48","39,85","37,98",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"5,07"
2767,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 20 mg",60 szt.,05909990839780,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","61,86","64,95","75,95","75,95",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"3,20"
2768,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 20 mg",60 szt.,05909990839780,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","61,86","64,95","75,95","75,95",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
2769,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 40 mg",60 szt.,05909990840038,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","123,72","129,91","144,91","144,91",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"3,41"
2770,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 40 mg",60 szt.,05909990840038,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","123,72","129,91","144,91","144,91",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,41"
2771,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 5 mg",60 szt.,05909990839469,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","15,47","16,24","20,99","18,99",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"5,20"
2772,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 5 mg",60 szt.,05909990839469,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","15,47","16,24","20,99","18,99",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"5,20"
2773,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 80 mg",60 szt.,05909990840182,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","247,45","259,82","278,82","278,82",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"6,83"
2774,Oxycodoni hydrochloridum,"Oxydolor, tabl. o przedłużonym uwalnianiu, 80 mg",60 szt.,05909990840182,2021-11-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","247,45","259,82","278,82","278,82",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"6,83"
2775,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 10 mg",60 tabl.,05909991184827,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","29,69","31,17","38,54","37,98",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"3,76"
2776,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 10 mg",60 tabl.,05909991184827,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","29,69","31,17","38,54","37,98",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,76"
2777,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 20 mg",60 tabl.,05909991184865,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","63,44","66,61","77,61","75,95",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"4,86"
2778,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 20 mg",60 tabl.,05909991184865,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","63,44","66,61","77,61","75,95",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"4,86"
2779,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 40 mg",60 tabl.,05909991184902,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","134,46","141,18","156,18","151,90",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"7,69"
2780,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 40 mg",60 tabl.,05909991184902,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","134,46","141,18","156,18","151,90",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"7,69"
2781,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 5 mg",60 tabl.,05909991184742,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","17,06","17,91","22,66","18,99",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"6,87"
2782,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 5 mg",60 tabl.,05909991184742,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","17,06","17,91","22,66","18,99",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"6,87"
2783,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 80 mg",60 tabl.,05909991184940,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","279,94","293,94","312,94","303,80",Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"15,97"
2784,Oxycodoni hydrochloridum,"Reltebon, tabl. o przedłużonym uwalnianiu, 80 mg",60 tabl.,05909991184940,2023-01-01,3 lata,"150.1, Opioidowe leki przeciwbólowe - oksykodon","279,94","293,94","312,94","303,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"15,97"
2785,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxyduo, tabl. o przedłużonym uwalnianiu, 10+5 mg",60 szt.,05908289660425,2022-09-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","73,40","77,07","89,28","89,28","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,00"
2786,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxyduo, tabl. o przedłużonym uwalnianiu, 20+10 mg",60 szt.,05908289660432,2022-09-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","154,68","162,41","178,62","178,56","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,06"
2787,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxyduo, tabl. o przedłużonym uwalnianiu, 40+20 mg",60 szt.,05908289660449,2022-09-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","309,36","324,83","345,04","345,04","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,00"
2788,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxyduo, tabl. o przedłużonym uwalnianiu, 5+2,5 mg",60 szt.,05908289660418,2022-09-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","36,70","38,54","46,83","44,64","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"2,19"
2789,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxylaxon, tabletki o przedłużonym uwalnianiu, 10+5 mg",30 szt.,05909991381677,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","32,72","34,36","42,63","42,63","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,00"
2790,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxylaxon, tabletki o przedłużonym uwalnianiu, 20+10 mg",30 szt.,05909991381783,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","65,45","68,72","80,93","80,93","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,00"
2791,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxylaxon, tabletki o przedłużonym uwalnianiu, 40+20 mg",30 szt.,05909991381899,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","130,90","137,45","153,66","153,66","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,00"
2792,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Oxylaxon, tabletki o przedłużonym uwalnianiu, 5+2,5 mg",30 szt.,05909991381561,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","18,47","19,39","24,74","22,32","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"2,42"
2793,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Targin, tabl. o przedłużonym uwalnianiu, 10+5 mg",60 szt.,05909990741366,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","82,08","86,18","98,39","89,28","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"9,11"
2794,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Targin, tabl. o przedłużonym uwalnianiu, 20+10 mg",60 szt.,05909990741472,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","146,88","154,22","170,43","170,43","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,00"
2795,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Targin, tabl. o przedłużonym uwalnianiu, 40+20 mg",60 szt.,05909990741595,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","293,76","308,45","328,66","328,66","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"0,00"
2796,Oxycodoni hydrochloridum + Naloxoni hydrochloridum,"Targin, tabl. o przedłużonym uwalnianiu, 5+2,5 mg",60 szt.,05909990741878,2022-05-01,3 lata,"150.4, Opioidowe leki przeciwbólowe – oksykodon w połączeniach","36,72","38,56","46,84","44,64","Ból w przebiegu chorób nowotworowych – u pacjentów, u których występują zaparcia poopioidowe",,bezpłatny do limitu,"2,20"
2797,Paliperidonum,"Egoropal, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 100 mg",1 amp.-strz.+ 2 igły,05995327188713,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","540,00","567,00","593,67","593,67","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2798,Paliperidonum,"Egoropal, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 150 mg",1 amp.-strz.+ 2 igły,05995327188720,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","810,00","850,50","884,26","884,26","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2799,Paliperidonum,"Egoropal, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 75 mg",1 amp.-strz.+ 2 igły,05995327188706,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","405,00","425,25","448,38","448,33","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,05"
2800,Paliperidonum,"Palifren Long, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 100 mg",1 amp.-strz.+ 2 igły,05900411009065,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","540,00","567,00","593,67","593,67","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2801,Paliperidonum,"Palifren Long, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 150 mg",1 amp.-strz.+ 2 igły,05900411009058,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","810,00","850,50","884,26","884,26","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2802,Paliperidonum,"Palifren Long, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 50 mg",1 amp.-strz.+ 2 igły,05900411009089,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","270,00","283,50","303,09","298,89","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"4,20"
2803,Paliperidonum,"Palifren Long, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 75 mg",1 amp.-strz.+ 2 igły,05900411009072,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","405,00","425,25","448,38","448,33","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,05"
2804,Paliperidonum,"Paliperidone Teva, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 100 mg",1 amp.-strz. 1 ml,05909991475468,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","540,00","567,00","593,67","593,67","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2805,Paliperidonum,"Paliperidone Teva, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 150 mg","1 amp.-strz. 1,5 ml",05909991475475,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","810,00","850,50","884,26","884,26","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2806,Paliperidonum,"Paliperidone Teva, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 75 mg","1 amp.-strz. 0,75 ml",05909991475420,2023-03-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","404,95","425,20","448,33","448,33","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2807,Paliperidonum,"Trevicta, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 263 mg","1 amp.-strz. 1,315ml + 2 igły",05909991281465,2022-01-01,2 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","1420,20","1491,21","1538,35","1538,35",Leczenie podtrzymujące schizofrenii u dorosłych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzyknięciach co 1 miesiąc,,bezpłatny do limitu,"0,00"
2808,Paliperidonum,"Trevicta, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 350 mg","1 amp.-strz. 1,75ml + 2 igły",05909991281472,2022-01-01,2 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","1890,00","1984,50","2037,80","2037,80",Leczenie podtrzymujące schizofrenii u dorosłych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzyknięciach co 1 miesiąc,,bezpłatny do limitu,"0,00"
2809,Paliperidonum,"Trevicta, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 525 mg","1 amp.-strz. 2,625ml + 2 igły",05909991281489,2022-01-01,2 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","2835,00","2976,75","3042,45","3042,45",Leczenie podtrzymujące schizofrenii u dorosłych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzyknięciach co 1 miesiąc,,bezpłatny do limitu,"0,00"
2810,Paliperidonum,"Xeplion, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 100 mg",1 amp.-strz. + 2 igły,05909990861194,2022-09-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","540,00","567,00","593,67","593,67","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2811,Paliperidonum,"Xeplion, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 150 mg",1 amp.-strz. + 2 igły,05909990861200,2022-09-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","810,00","850,50","884,26","884,26","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,00"
2812,Paliperidonum,"Xeplion, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 75 mg",1 amp.-strz. + 2 igły,05909990861187,2022-09-01,3 lata,"178.14, Leki przeciwpsychotyczne - paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu","405,00","425,25","448,38","448,33","Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",,bezpłatny do limitu,"0,05"
2813,Pancreatinum,"Lipancrea 16 000, kaps., 16000 j.Ph. Eur. Lipazy",60 szt.,05909990723164,<1>2022-09-01/<2>2022-01-01,<1>3 lata/<2>3 lata,"13.0, Enzymy trzustkowe","36,95","38,80","47,12","47,12","<2>Stany zewnątrzwydzielniczej niewydolności trzustki spowodowane przewlekłym zapaleniem trzustki, resekcją żołądka lub zwężeniem dróg żółciowych spowodowanym chorobą nowotworową",,30%,"14,14"
2814,Pancreatinum,"Lipancrea 16 000, kaps., 16000 j.Ph. Eur. Lipazy",60 szt.,05909990723164,<1>2022-09-01/<2>2022-01-01,<1>3 lata/<2>3 lata,"13.0, Enzymy trzustkowe","36,95","38,80","47,12","47,12",<1>Mukowiscydoza; Stan po resekcji trzustki,,bezpłatny do limitu,"0,00"
2815,Pantoprazolum,"Anesteloc, tabl. dojel., 20 mg",28 szt.,05909990621026,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","8,70","9,14","11,06","6,33",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"7,90"
2816,Pantoprazolum,"Anesteloc 40 mg, tabl. dojel., 40 mg",28 szt.,05909990621040,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","15,09","15,84","19,22","12,66",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"12,89"
2817,Pantoprazolum,"Contix, tabl. powl., 20 mg",112 szt.,05909991246525,"2022-05-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","17,50","18,38","23,73","23,73",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"11,87"
2818,Pantoprazolum,"Contix, tabl. dojel., 20 mg",14 szt.,05909991128814,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","3,46","3,63","4,59","3,17",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"3,01"
2819,Pantoprazolum,"Contix, tabl. powl., 40 mg",112 szt.,05909991246532,"2022-05-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","34,99","36,74","45,01","45,01",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"22,51"
2820,Pantoprazolum,"Contix, tabl. dojel., 40 mg",14 szt.,05909991128418,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","6,77","7,11","9,03","6,33",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"5,87"
2821,Pantoprazolum,"Controloc 20, tabl. dojel., 20 mg",14 szt. (1 blist.po 14 szt.),05909990478767,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","3,61","3,79","4,75","3,17",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"3,17"
2822,Pantoprazolum,"Controloc 20, tabl. dojel., 20 mg",28 szt. (2 blist.po 14 szt.),05909990478774,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","7,21","7,57","9,49","6,33",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"6,33"
2823,Pantoprazolum,"Controloc 40, tabl. dojel., 40 mg",14 szt. (1 blist.po 14 szt.),05909990689842,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","6,50","6,83","8,75","6,33",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"5,59"
2824,Pantoprazolum,"Controloc 40, tabl. dojel., 40 mg",28 szt. (2 blist.po 14 szt.),05909990689859,"2022-01-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","2.0, Inhibitory pompy protonowej - stosowane doustnie","12,99","13,64","17,02","12,66",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,"10,69"
